Label,Message
0,darl sister school resum minimum wait period reappli take care
0,jot thing want rememb later
0,co lar ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today
0,ye small kid boost secret energi
0,hey late amk need drink tea coffe
0,ca feel nauseou piss eat sweet week caus today plan pig diet week hungri
0,pic pleas
0,watch live
0,take us shop mark distract
0,last thing ever want hurt think would laugh embarass delet tag keep go far knew even fact even felt like would hurt show realli know messi wednesday bad problem time clean choos skype take pictur sleep want go mind thing make bed throw laundri top ca friend hous embarass underwear bra strewn bed pillow floor someth els use good least make bed
0,derek done class
0,sign matur start say big thing actual start understand small thing nice even bslvyl
1,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021
0,good weekend
0,hi babe u r like bed im sorri tonight realli wan na see u tomorrow call love xxx
0,dont show far put new pictur facebook
0,yeah ju rite
0,want insid everi night
0,even brother like speak treat like aid patent
1,talk sexi make new friend fall love world discreet text date servic text vip 83110 see could meet
0,mum hope great day hope text meet well full life great day abiola
1,rgent 2nd attempt contact u u call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvari 50
0,gudnit tc practic go
0,who class
0,wonder phone batteri went dead tell love babe
0,much pay suganya
0,read text sent meant joke read light
0,xy go 4 e lunch
0,dear mood cant drive brother drive
0,oga left phone home saw ur messag hope good great weekend
1,want explicit sex 30 sec ring 02073162414 cost
0,effect irrit ignor
0,let snow let snow kind weather bring ppl togeth friendship grow
0,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija
0,ladi first genu second k
0,mark work tomorrow get work hous meet u afterward
0,u 2
1,sparkl shop break 45 per person call 0121 2025050 visit
0,hi engag fixd lt gt th next month know realli shock bt hmm njan vilikkam ws al sudn
0,head dey swell oh thank make day
0,shhhhh nobodi suppos know
0,er enjoyin indian mo yep sall good hehe how bout u shexi pete xx
0,home babe still
0,go tri 2 month ha ha joke
0,ye dont care need bad princess
0,sister belong 2 famili hope tomorrow pray 4 fate 4 shoranur train incid let hold hand togeth amp fuell love amp concern prior 2 grief amp pain pl join di chain amp pass stop violenc women
0,lol tri make day littl interest
1,import custom servic announc call freephon 0800 542 0825
0,nah im goin 2 wrk j wot bout u
0,u turn heater heater set lt gt degre
0,lot use one babe model help youi bring match
0,god good sleep dear pray
0,abl sleep
0,ok darlin supos ok worri film stuff mate babysit call
0,still pretti weak today bad day
0,ye repli mail go manag offic later plu bank later wednesday
0,happen dear tell
0,type stuff sing
0,k sure consent form v
1,free video camera phone half price line rental 12 mth 500 cross ntwk min 100 txt call mobileupd8 08001950382
0,master buy bb co sale bf
0,never tri alon take weight tear come ur heart fall ur eye alway rememb stupid friend share bslvyl
0,dear sleep
0,check mail varma kept copi regard allah
0,joy father john john name joy father mandan
0,come medic colleg 7pm forward da
0,oh k got job what
0,freez home yet rememb kiss mom morn love think miss yet
0,get door
0,r e meet tmr
0,sound like someth someon test would sayi
1,current lead bid paus auction send custom care 08718726270
0,howz person stori
0,hey inconveni si huh
0,perform award calcul everi two current one month period
1,clair havin borin time alon u wan na cum 2nite chat 09099725823 hope 2 c u luv clair xx
0,shop eh ger toke abt syd leh haha
0,pick variou point
0,happen tell truth
0,ya one slow poo
0,u dun drive go 2 sch
0,receiv understood n act upon
0,dont give monkey wot think certainli mind friend mine sleep wiv wud annoyin
0,watch lor saw swatch one thk quit ard 116 need 2nd opinion leh
0,meanwhil shit suit xavier decid give us lt gt second warn samantha come play jay guitar impress shit also think doug realiz live anymor
0,fyi gon na call sporad start like lt gt bc doin shit
0,da today also forgot
0,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean
0,meant say cant wait see u get bore bridgwat banter
0,guy
0,ok go sleep hope meet
0,detroit home snow enjoy
0,umma life vava umma love lot dear
0,boo time u get u suppos take shop today
0,ard 515 like dat
0,dont file bag work call tell find anyth room
0,hahaha use brain dear
1,doubl min 1000 txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402
0,carri disturb
0,fear faint housework quick cuppa
1,remind o2 get pound free call credit detail great offer pl repli 2 text valid name hous postcod
0,cant think anyon spare room top head
0,meant middl left right
0,sorri call later meet
0,probabl money worri thing come due sever outstand invoic work two three month ago
0,cook rather nice salmon la
0,ai answerin phone actual pretti reason hour sleepi
0,oh grand bit parti mention cover charg probabl first come first serv
0,haha sound crazi dunno tahan anot
0,k still love
0,wait call
1,network oper servic free c visit
0,dunno u ask
0,gd luck 4 ur exam
0,k addi amp art get home
0,quit ok bit ex u better go eat smth els feel guilti
1,44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705
0,yeah work fine start last week stuff dull easi guy fun
0,got rumour go buy apart chennai
0,u get pic msg phone
0,directli behind abt 4 row behind ü
1,want new video phone 600 anytim network min 400 inclus video call download 5 per week free deltomorrow call 08002888812 repli
0,hi hope u r ok said would text u seen let gentli pleas
0,text finish long time ago shower
1,ur current 500 pound maxim ur send collect 83600 cc 08718720201 po box
0,im snowboard trip wonder plan get everyon togeth befor go meet greet kind affair cheer
0,aiyo bit pai seh ü noe scare dun rem die hee becom better lookin oredi leh
0,yeah still give ride
0,know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop
0,ya srsli better yi tho
1,freemsg record indic may entitl 3750 pound accid claim free repli ye msg opt text stop
0,like call mittelschmertz googl dont paracetamol dont worri go
0,dude saw park car sunroof pop sux
0,dun believ thk u told
0,enjoy watch play footbal basketbal anyth outdoor
0,home watch tv lor
1,smsservic yourinclus text credit pl goto 3qxj9 unsubscrib stop extra charg help 9ae
1,tri call repli sm video mobil 750 min unlimit text free camcord repli call 08000930705
0,horribl gal sch stuff come u got mc
0,also piec
0,hiya good day spoken sinc weekend
0,annoy
1,free entri weekli competit text word win 80086 18 c
0,hi shanil rakhesh exchang uncut diamond back excel servic dino prem
0,dont let studi stress l8r
0,chanc might evapor soon violat privaci steal phone number employ paperwork cool pleas contact report supervisor
0,yep fine ice age
0,catch bu fri egg make tea eat mom left dinner feel love
0,good regist vote
0,good sleep rhythm person establish rhythm bodi learn use want know
1,1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 poli
0,great church holla get
0,yeah wors
1,hot n horni will live local text repli hear strt back 150p per msg netcollex ltdhelpdesk 02085076972 repli stop end
0,ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot
1,xma reward wait comput randomli pick loyal mobil custom receiv reward call 09066380611
1,1 new messag pleas call 08715205273
1,come take littl time child afraid dark becom teenag want stay night
0,know god creat gap finger one made come amp fill gap hold hand love
0,piggi r u awak bet u still sleep go 4 lunch
0,much would cost hire hitman
0,pete phone still jenni colleg
0,sorri pain ok meet anoth night spent late afternoon casualti mean done stuff42moro includ time sheet sorri
0,batteri mr adewal uncl aka egbon
0,reach ard 20 min ok
0,lol ok ill tri send warn sprint dead slow prolli get tomorrow
0,good trip watch rememb get back must decid easter
0,buy pizza meat lover suprem u get pick
0,good morn princess great day
0,well lot thing happen lindsay new year sigh bar ptbo blue heron someth go
1,dear matthew pleas call 09063440451 landlin complimentari 4 lux tenerif holiday cash await collect ppm150 sae cs box334 sk38xh
1,valentin day special win quiz take partner trip lifetim send go 83600 rcvd
0,lol yeah point guess
0,case wake wonder forgot take care someth grandma today done parad
0,tag friend seem count friend
0,hmm ill think ok forgiven
0,oop shower u call hey park garag collaps univers hospit see crazi stuff like happen
0,nice day impress sensibl went home earli feel fine bore ca rememb
0,simpli sit watch match offic
0,everyth weather keep extra warm cold noth seriou pl lot vitamin c
0,got smaller capac one quit ex
1,remind download content alreadi paid goto http mymobi collect content
0,gokila talk aha
0,make cri stuff happen top everyth els push edg underdtand often cri sorri sorri life
0,ju reach home go bath first si use net tell u finish k
0,sorri abl get see morn
0,ye meet town co go gep home could text bu stop worri finish march ish
0,ü send content page
0,holi live christ take long
0,loverboy keep come queen hmmm ach speak miss despar
0,boy made fun today ok problem sent one messag fun
0,rofl betta invest anti age product
0,norm tomorrow finish co st test need sort librari stuff point tomo got letter today access til end march better get move
0,sorri da thangam sorri held prasad
0,yeah see
1,500 free text messag valid 31 decemb 2005
0,know mood today
1,prize go anoth custom c polo ltd suit 373 london w1j 6hl pleas call back busi
0,length e e top shorter n got fring thk go liao lazi dun wan 2 distract u also
0,sound gd haha wah u yan jiu fast liao
0,freez crave ice fml
0,dunno ju say go lido time 930
0,u call right call hand phone
0,yeah tote u wan na
0,ü write wat
0,c movi juz last minut decis mah juz watch 2 lar tot ü interest
0,thanx 4 send home
0,anyth lor toa payoh got place 2 walk meh
0,come
0,yun buy school got offer 2000 plu
0,check nuerologist
0,dont open
0,big god bring success
1,want funk ur fone weekli new tone repli tones2u 2 text origin n best tone 3gbp network oper rate appli
0,alway even spirit get bb soon tri sure need
0,yo know anyon lt gt otherwis abl buy liquor guy flake right get hold somebodi 4 loko night
0,wat ur opinion abt abt charact
1,tddnewslett game thedailydraw dear helen dozen free game great prizeswith
0,could work reach consensu next meet
0,hiya comin 2 bristol 1 st week april le got rudi new yr eve drunk u bak colleg yet work send ink 2 bath
0,hey angri repli dr
0,hmmm imagin come home rub feet make dinner help get readi date sure readi kind life
0,except there chick huge boob
1,25p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti
1,ur rington servic chang 25 free credit go choos content stop txt club stop 87070 club4 po box1146 mk45 2wt
1,eastend tv quiz flower dot compar violet tulip lili txt e f 84025 4 chanc 2 win cash
0,yeah got 2 v apologet n fallen actin like spoilt child got caught till 2 wo go badli cheer
0,hey gal u wan na meet 4 dinner nìte
0,scienc tell chocol melt sunlight pleas walk sunlight bcoz want loss sweet friend
0,meet ü 5 4 depend ü wan 2 lor
0,tell drug dealer get impati
0,kate jackson rec center 7ish right
0,langport sorri probabl bed 9pm suck ill xma go2sri lanka
0,problem spend lot qualiti time togeth
0,gud mrng dear hav nice day
0,u talk bout earli morn almost noon
0,life face choic toss coin becoz settl question coin air u know heart hope gudni8
0,hey guy know breath neck get bud anyway abl get half track usf tonight
0,wat time ü finish
0,love
0,wahala rememb friend need
0,poor girl ca go one day lmao
0,oh oki lor go sat
0,said would woke
0,ya ok dinner
0,emigr someth ok mayb bit hope
0,meet lunch la
0,k fyi x ride earli tomorrow morn crash place tonight
1,unsubscrib servic get ton sexi babe hunk straight phone go http subscript
0,oh brand
0,come back tampa ffffuuuuuuu
0,sir wait call
0,time come tomorrow
1,final chanc claim ur worth discount voucher today text ye 85023 savamob member offer mobil cs savamob pobox84 m263uz sub 16
0,well gener price lt gt let know much want
0,anyth lor go go lor
0,hai ana tomarrow come morn lt decim gt ill sathi go rto offic repli came home
1,dear voucher holder claim week offer pc pleas go http ts cs appli
0,weird know one point
0,love set soul fire spark flame big rawr flame xoxo
0,ha ha ha good joke girl situat seeker
0,hi chikku send nice msg
0,time n smile r two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon
0,said gon na snow start around 8 9 pm tonit predict inch accumul
0,yup song bro creativ neva test qualiti said check review onlin
0,got got 2 colour lor one colour quit light n e darker lor actual done style hair
0,yesterday true true
0,cant u tri new invent fli
0,oh ya got hip hop open haha think go jazz zoom cine actual tonight free leh kb lesson tonight
0,hi wo b ard 4 christma enjoy n merri
1,prize go anoth custom c polo ltd suit 373 london w1j 6hl pleas call back busi
0,ring come guy costum gift futur yowif hint hint
0,hate turn fun shop trip annoy day everyth would look hous
0,sure mean get made hold weed
0,also andro ice etc etc
0,guy get use dumb realiz
0,yeah impress got
0,kothi print marandratha
0,k k cant come search job
0,neft transact refer number lt gt rs lt decim gt credit beneficiari account lt gt lt time gt lt gt
0,object bf come
0,dear reach
0,u look 4 da lib got stuff havent finish yet
0,workin get job
0,ok come n pick u engin
0,gud mrng dear nice day
0,wyli tampa sarasota
0,yeah think usual guy still pass last night get ahold anybodi let know throw
0,happen r 2waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that see major person guid right insur
0,hey look like wrong one kappa guy number still phone want text see around
0,good thing get connect bw
0,tri reach without success
0,r outsid alreadi
1,free entri weekli comp send word enter 84128 18 c cust care 08712405020
0,help u swoop pick u wherev ur bird r meet u want
0,hi babi im cruisin girl friend r u 2 give call hour home that alright fone fone love jenni xxx
1,want 2 get laid tonight want real dog locat sent direct 2 ur mob join uk largest dog network txting moan 69888nyt ec2a 150p
1,someon u know ask date servic 2 contact cant guess call 09058095107 reveal pobox 7 s3xi 150p
0,one day billion class right
1,privat 2003 account statement 07808 xxxxxx show 800 point call 08719899217 identifi code 41685 expir
0,lol alright thinkin haha
0,take someth pain move howev side next 6hr see doctor
0,yup bath liao
0,good even
0,ca make tonight
0,lul im gettin juici gossip hospit two nurs talk fat gettin one think she obes oyea
0,time thinkin goin
0,u
0,tonight mate catch sleep new number way
0,check head drop stuff
0,hope would send messag rent due dont enough reserv complet gone loan need hope could balanc lt gt way could get till mid march hope pay back
0,great get worri know wonder care person like best life know u r wonder god love
0,alright sure let know leav
0,k sure get noon see
0,great never better day give even reason thank god
0,lol ok rememb til last nite
0,awesom plan get time like lt gt text detail wee bit
0,huh cant go 2 ur hous empti hand right
1,today voda number end 7548 select receiv 350 award match pleas call 08712300220 quot claim code 4041 standard rate app
0,easi mate guess quick drink bit ambiti
0,hope much fun without see u tomorrow love jess x
0,pl dont forget studi
0,ü mean confirm tot juz say oni ok
0,aiyar u poor thing give u support k jia think u
0,excel see riley plan
0,sorri free
0,sir wait letter
0,offic call lt gt min
0,funer home audrey dad
0,still otsid le u come 2morrow maga
0,midnight earliest
0,got lot hair dresser fr china
0,april cant wait
0,come friday leav pongal get news work place
0,pete pleas ring meiv hardli gotani credit
1,07801543489 guarante latest nokia phone 40gb ipod mp3 player prize txt word collect
0,oki go yan jiu skip ard oso go cine den go mrt one blah blah blah
0,dare ask luck sort car
0,mum went 2 dentist
0,know shall speak lt gt minut
0,aight time want come
0,hello peach cake tast lush
0,wait lt gt min
0,yeah quit bit left swing tomorrow get
0,told dr appt next week think gon na die told check noth worri listen
1,u r subscrib 2 textcomp 250 wkli comp 1st wk free question follow subsequ wk charg unsubscrib txt stop 2 84128 custcar 08712405020
0,oh take test
0,yup
0,k k much cost
0,final match head toward draw predict
0,dunno close oredi ü v fan
0,thank repli today ur visa come r u still buy gucci bag sister thing easi uncl john also bill realli need think make money later sha
0,sorri im get feel realli total reject kinda thing
0,gon na pick 1 burger way home ca even move pain kill
0,glad talk
0,way home went chang batt 4 watch go shop bit lor
0,got mail panren paru
0,mani thing antibiot use chest abdomen gyna infect even bone infect
0,havent plan buy later check alreadi lido got 530 show e afternoon u finish work alreadi
0,hellogorg how u fone charg lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 u 2mrw luv jaz
1,ree entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate c appli 08452810073 detail
0,cool text
0,hi juan im come home fri hey cours expect welcom parti lot present ill phone u get back load love nicki x x x x x x x x x
0,got messag ignor ye shop
0,bloodi hell cant believ forgot surnam mr ill give u clue spanish begin
0,gorgeou keep pix cum thank
0,fuck babe miss sooooo much wish sleep bed lone go sleep dream love
1,sm servic inclus text credit pl goto 3qxj9 unsubscrib stop extra charg help 9ae
0,know peopl hit fuck ye
0,tri g decid head
0,best watch say caus get drunk motherfuck
0,lt gt g saw day ago guy want sell wifi lt gt 3g lt gt blank
0,yeah go bed back midnight
1,custom servic announc recent tri make deliveri unabl pleas call 07099833605
0,lt gt min stop somewher first
0,give one day
0,get gift year didnt get anyth bad
0,watch cartoon listen music amp eve go templ amp church u
0,might go 2 sch yar e salon v bore
1,privat 2003 account statement 078
0,u realli pig leh sleep much dad wake 10 smth 2 eat lunch today
0,hi dear call urgnt know what problem want work problem least tell wate repli
1,u win music gift voucher everi week start txt word draw 87066 tsc skillgam 1winaweek age16 150ppermesssubscript
0,could read love answer
1,collect valentin weekend pari inc flight hotel prize guarante text pari
0,gud ni8 dear slp well take care swt dream muah
1,privat 2003 account statement 07808247860 show 800 point call 08719899229 identifi code 40411 expir
0,gibb hussey
0,hope settl new school year wishin gr8 day
1,record indic u mayb entitl 5000 pound compens accid claim 4 free repli claim msg 2 stop txt stop
0,text carlo let know hang
0,use foreign stamp countri good lectur
0,got job wipro get everi thing life 2 3 year
0,right meanwhil project twin comin
0,hey babe go ever figur go new year
0,sent wife text buy tell relax go get wkend
0,happi valentin day advanc
0,aight work thank
0,ü takin linear algebra today
0,prepar pound everi night
0,look ami ure beauti intellig woman like u lot know u like like worri
0,shall ask one thing dont mistak
1,call 09090900040 listen extrem dirti live chat go offic right total privaci one know sic listen 60p min
0,ya ü take ure practic lesson start june
0,u knw di lt gt
0,tomorrow go theatr come wherev u call tell come tomorrow
0,thank gener date brotha
0,way tirupur
0,read gud habit nan bari hudgi yorg pataistha ertini kano
0,cant see join deni mina deni want alon time
0,need buy lunch eat maggi mee
0,pleas attend phone
0,man bu slow think gon na get
1,tkt euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm
0,pick receipt someth earlier
0,u noe 2 send file 2 comput
0,make babi yo tho
0,boy late 2 home father power frndship
1,repli win weekli profession sport tiger wood play send stop 87239 end servic
0,ye princess want pleas everi night wish command
1,winner guarante caller prize final attempt contact claim call 09071517866 150ppmpobox10183bhamb64x
0,well right gon na get check today steam text want come get
0,need coffe run tomo ca believ time week alreadi
0,exact intent
0,die e toot fring
0,pl speak custom machan
0,know dad back
0,ca right second got ta hit peopl first
0,okay thought expert
0,well meant oppos drunken night
1,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066 tnc
0,room need
0,hope text meet smile let text give reason smile beauti day
0,possibl teach
0,oh ye littl weather kind coccoon home
0,yuou work get pc mom find spot would work need
0,hey tmr mayb meet yck
0,ya referin mei ex wat ah waitin 4 u treat somebodi shld b rich liao gd den u dun work frm tmr onward
0,readi big day tomorrow
0,yup ok go home look time msg ü xuhui go learn 2nd may lesson 8am
0,dude go sup
1,12mth half price orang line rental 400min call mobileupd8 08000839402
0,god love limit god grace measur god power boundari may u god endless bless alway ur life gud ni8
0,yup thk cine better co need 2 go 2 plaza mah
0,call later afternoon onword mtnl servic get problem south mumbai hear listen
0,wat time ü wan today
0,ay wana meet sat ü wkg sat
0,worri easi ingredi
0,wot student discount u get book
0,bill 3 that bad
0,princess like make love lt gt time per night hope that problem
0,nope still market
0,pain could come wors time
0,ok prob
0,yar lor u noe u use dat rout
0,bishan lar nearer need buy earli co buy got ta park car
0,doesnt make sens take unless free need know
0,sorri cant take call right happen r 2waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that see major person guid right insur
1,like tell deepest darkest fantasi call 09094646631 stop text call 08712460324 nat rate
0,thank temal wonder thank great week
0,wo move morphin
0,cp caus outag conserv energi
0,roger probabl go rem 20
0,hope know still mad
0,dont talk ever ok word
0,goodmorn today late 1hr
0,wot u 2 thout u gon na call txt bak luv k
0,went fast asleep care
0,keep payasam rinu bring
0,food
1,warner villag 83118 c colin farrel swat wkend warner villag get 1 free med popcorn show c c kiosk repli soni 4 mre film offer
0,ha us e thing got tv 2 watch u thk 2 go tonight u alreadi haf smth mind
1,urgent pleas call 09066612661 landlin complimentari 4 lux costa del sol holiday cash await collect ppm 150 sae cs jame 28 eh74rr
0,shall send exe mail id
0,thank u
0,u wear
0,dad went oredi
0,hope feel great pl fill abiola
0,siva hostel aha
1,hear new divorc barbi come ken stuff
1,messag import inform o2 user today lucki day 2 find log onto http fantast surpris await
0,word checkmat chess come persian phrase shah maat mean king dead goodmorn good day
0,told accentur confirm true
0,cheer card time year alreadi
0,oh yeah clearli fault
0,dun b sad dun thk abt alreadi concentr ur paper k
0,yo yo yo byatch whassup
0,lunch onlin
0,k come nordstrom done
0,hey pay salari de lt gt
0,ur si
0,oh got mani respons
0,play smash bro lt gt religi
0,ju finish blow hair u finish dinner alreadi
0,wnt buy bmw car urgent vri hv shortag lt gt sourc arng di amt lt gt lac that prob
1,got take 2 take part wrc ralli oz u lucozad energi text ralli le 61200 25p see pack itcould u
0,yup
1,free polyphon rington text super 87131 get free poli tone week 16 sn pobox202 nr31 7z subscript 450pw
0,x2 lt gt go get
0,sweet well princess pleas tell like dislik bed
0,well might come
0,money money aint thing sha
0,ü predict wat time ü finish buy
0,hello boytoy geeee miss alreadi woke wish bed cuddl love
0,u still go mall
0,guy browsin compulsori
0,love girl offic may wonder smile sore
0,hi pleas get lt gt dollar loan pay back mid februari pl
0,nw came hme da
0,hi email address chang
0,honey sweetheart darl sexi bun sugar plum loverboy miss boytoy smack ass go gym
1,hi custom loyalti offer new nokia6650 mobil txtauction txt word start 81151 get 4t ctxt tc
1,xma prize draw tri contact today draw show prize guarante call 09058094565 land line valid 12hr
0,cloth jewelri trip
0,lol know hey someon great inperson flea forum love
0,thank princess sexi
0,ü home work meh
1,new textbuddi chat 2 horni guy ur area 4 25p free 2 receiv search postcod txt one name 89693 08715500022 rpl stop 2 cnl
0,piss talk someon realis u point read backward
0,meh thgt clash realli ah dun mind dun seen lost weight gee
0,know pl open back
1,2nd time tri 2 contact u 750 pound prize 2 claim easi call 08718726970 10p per min
0,stuff sell tell
0,part tomorrow
0,wait till 2 bu pick
0,around still asleep v
0,hi darlin cantdo anythingtomorrow mypar aretak outfor meal u free katexxx
0,said kiss kiss ca sound effect gorgeou man kind person need smile brighten day
0,dont use hook
0,manag puzzel
0,sorri got late start way
0,lol need cash nitro hurri come crash
0,probabl earlier station think
0,ok
0,hey girl r u hope u r well del r bak long time c give call sum time lucyxx
0,pl come quick cant bare
0,free call sir
0,got ur favorit oyster n got favorit sashimi ok lar dun say alreadi wait ur stomach start rumbl
0,would smoke help us work difficult time
0,end might still vomit okay everyth come
1,urgent tri contact last weekend draw show prize guarante call claim code k61 valid 12hour
0,hey book pilat yoga lesson alreadi haha
0,hurri home u big butt hang last caller u food done starv ask cook
0,pop ask bout someth said around tonght wen girl come
0,chang fb jaykwon thuglyf falconerf
0,sad stori man last week wife wish parent forgot n kid went work even colleagu wish
0,hi babe im home wan na someth xx
0,u awak snow
0,oic co n si got lunch today dad went dunno whether 2 eat sch wat
0,awak oh
0,yeah right bring tape measur fri
0,hey goin 2 meet want 2go 4a meal donyt feel like cuz 2 get last bu home he sweet latelyxxx
0,ill obey
0,think might give miss teach til twelv lectur two damn work thing
0,necessarili expect done get back though headin
0,dint tell anyth angri told abi
0,r ü go send
0,lift hope offer money need especi end month approach hurt studi anyway gr8 weekend
0,search right word thank breather promis wont take help grant fulfil promis wonder bless time
0,yet chikku k wat abt tht guy stop irrit msging u
0,k call close
0,alway chat fact need money rais
0,pl dont play other life
0,twenti past five said train durham alreadi coz reserv seat
0,arm fine cardiff uni
0,guy car shop flirt got phone number paperwork call text nervou cours may address call boss tell know may get fire
0,want ask ü wait 4 finish lect co lect finish hour anyway
0,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream
0,true lov n care wil nevr go unrecogn though somon often make mistak valu definitli undrstnd start miss
0,special
0,true k u knw di lt gt
0,turn friend stay whole show wo back til lt gt feel free go ahead smoke lt gt worth
0,woke yeesh late fall asleep til lt gt
0,friend want drive em someplac probabl take
0,smile right go world wonder smile think crazi keep away grin
0,tuition hm go 1120 1205 one mind
0,pleas protect sib never ask sensit inform like password pin thru email never share password anybodi
0,go home first lar ü wait 4 lor put stuff first
0,ok way home hi hi
0,alright babe justthought sayhey u doin nearli endof wk offdam nevamind 2hook sn uwant m8 lovejen x
0,get free call
0,usual u call ard 10 smth
0,mag meet avo point
0,lol oop sorri fun
0,castor need see someth
1,messag brought gmw connect
0,aight see bit
0,when radio show
0,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke
0,otherwis part time job
0,lol enjoy role play much
1,date servic ask 2 contact u someon shi call 09058091870 reveal pobox84 m26 3uz 150p
0,hey ad crap nite borin without ya 2 boggi u bore biatch thanx u wait til nxt time il ave ya
0,christma occas celebr reflect ur valu desir affect amp tradit ideal christma
0,hey r watch movi tonight prob b home earli
0,hi chachi tri call u unabl reach u pl give miss cal u c tiz msg kanagu
0,thought king hill thing
0,keep see weird shit bein woah realis actual reason oh
0,4 taco 1 raja burrito right
0,number vivek
0,remind get shall
0,yet like keep touch easiest way barcelona way ru hous
1,freemsg feelin kinda lnli hope u like 2 keep compani jst got cam mobi wan na c pic txt repli date 82242 msg150p 2rcv hlp 08712317606 stop 82242
1,sm ac sun0819 post hello seem cool want say hi hi stop send stop 62468
0,great trip india bring light everyon project everyon lucki see smile bye abiola
0,hello love went day alright think sweet send jolt heart remind love hear scream across sea world hear ahmad al hallaq love own possess passion kiss
0,leav yet ok lor go elsewher n eat u thk
0,signific dont worri
0,bugi juz wat walk home oredi ü late repli oso saw top dat like din buy r ü
0,ofcours also upload song
0,take exam march 3
0,send pic like
1,latest news polic station toilet stolen cop noth go
0,movi theatr go watch unlimit movi pay
0,yo sorri shower sup
0,dad gon na call get work ask crazi question
0,book ticket pongal
1,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066
0,guy plan come
0,would u fuckin believ didnt know thur pre book cancel need b sack
0,donno scorabl
1,download mani rington u like restrict 1000 2 choos u even send 2 yr buddi txt sir 80082
0,great comedi cant stop laugh da
0,pain person alway tri keep everybodi happi time nobodi recognis alon
0,fujitsu seri lifebook good
0,want show world princess europ
0,text get call phone problem
0,7 lor chang 2 suntec wat time u come
0,night worri appt shame miss girl night quizz popcorn hair
0,think two still need get cash def readi 9
0,leav
0,hi ask waheeda fathima leav
0,
1,guarante cash prize claim yr prize call custom servic repres 08714712379 cost 10p
0,messag sent askin lt gt dollar shoul pay lt gt lt gt
0,yo howz u girl never rang india l
0,trip ok quit tire lor uni start today ok 4 co take modul ju concentr final yr project
0,sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath
0,good day teeth pain maintain stuff
0,forgot take 3 year shower sorri phone dead yet
0,wait least wednesday see get
0,work week
0,ca take major role commun outreach rock mel
1,twink bear scalli skin jock call miss weekend fun call 08712466669 2 stop text call 08712460324 nat rate
0,ca give everyth want need actual could better yor got money ca get work ca get man ca pay rent ca even fill fuck ga tank ye stress depress even call home thanksgiv cuz tell noth
0,need lar ju test e phone card dunno network gd thk wait 4 si 2 finish bath bath dun disturb u liao u clean ur room
1,someon u know ask date servic 2 contact cant guess call 09058097189 reveal pobox 6 ls15hb 150p
0,ca believ attach see everi day know best get babe go teach class midnight
0,sorri miss call pleas call back
0,talk other probabl come earli tomorrow
0,expect whenev text hope goe well tomo
0,honey pl find much sell predict nigeria mani time use import repli monday
0,hello damn christma thing think decid keep mp3 doesnt work
0,hey compani elama po mudyadhu
0,back good journey let know need receipt shall tell like pendent
0,check wid corect spele sarcasm
0,great shoot big load get readi
1,send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p
1,fantasi footbal back tv go sky gamestar sky activ play dream team score start saturday regist sky opt 88088
0,might want pull case plan spend much confid derek taylor money manag
0,think tantrum finish yeah point
0,gon na rip uteru
0,took mr owl 3 lick
0,feel real valentin yo valentin even tho u hardli play
0,electr went fml
0,cool come havent wine dine
1,urgent pleas call abta complimentari 4 spanish holiday cash await collect sae cs box 47 po19 2ez 150ppm
0,juz havent woke bit blur blur dad went liao cant cum oso
0,yup thk u oso bore wat
0,ü call dad oredi
0,eatin lor goin back work soon e mountain deer show huh watch b4 liao nice
0,late said websit dont slipper
0,cool time think get
0,ok tell half hr b4 u come need 2 prepar
0,bookedth hut also time way
0,ok lor msg b4 u call
0,well desper call armand
0,plm come da way
